id	valid	count
chr1	TRUE	8052662
chr10	TRUE	3679317
chr11	TRUE	3857938
chr11_gl000202_random	TRUE	1
chr12	TRUE	3741910
chr13	TRUE	937835
chr14	TRUE	1990789
chr15	TRUE	2694539
chr16	TRUE	2852156
chr17	TRUE	4643693
chr17_gl000203_random	TRUE	1
chr17_gl000204_random	TRUE	0
chr17_gl000205_random	TRUE	163
chr17_gl000206_random	TRUE	0
chr18	TRUE	564086
chr18_gl000207_random	TRUE	0
chr19	TRUE	4775991
chr19_gl000208_random	TRUE	5
chr19_gl000209_random	TRUE	47
chr1_gl000191_random	TRUE	15165
chr1_gl000192_random	TRUE	14219
chr2	TRUE	4683938
chr20	TRUE	1671798
chr21	TRUE	1264898
chr21_gl000210_random	TRUE	0
chr22	TRUE	2201043
chr3	TRUE	5037793
chr4	TRUE	2735345
chr4_gl000193_random	TRUE	1
chr4_gl000194_random	TRUE	1970
chr5	TRUE	2840389
chr6	TRUE	3136289
chr7	TRUE	4057842
chr7_gl000195_random	TRUE	29
chr8	TRUE	1334211
chr8_gl000196_random	TRUE	8
chr8_gl000197_random	TRUE	15
chr9	TRUE	3557746
chr9_gl000198_random	TRUE	2
chr9_gl000199_random	TRUE	6
chr9_gl000200_random	TRUE	368
chr9_gl000201_random	TRUE	55
chrM	TRUE	6390182
chrUn_gl000211	TRUE	4322
chrUn_gl000212	TRUE	1089
chrUn_gl000213	TRUE	24
chrUn_gl000214	TRUE	12
chrUn_gl000215	TRUE	16
chrUn_gl000216	TRUE	0
chrUn_gl000217	TRUE	16
chrUn_gl000218	TRUE	2194
chrUn_gl000219	TRUE	73
chrUn_gl000220	TRUE	802
chrUn_gl000221	TRUE	12
chrUn_gl000222	TRUE	540
chrUn_gl000223	TRUE	13771
chrUn_gl000224	TRUE	8
chrUn_gl000225	TRUE	2
chrUn_gl000226	TRUE	0
chrUn_gl000227	TRUE	288
chrUn_gl000228	TRUE	29
chrUn_gl000229	TRUE	0
chrUn_gl000230	TRUE	1
chrUn_gl000231	TRUE	0
chrUn_gl000232	TRUE	1
chrUn_gl000233	TRUE	1
chrUn_gl000234	TRUE	1
chrUn_gl000235	TRUE	0
chrUn_gl000236	TRUE	1
chrUn_gl000237	TRUE	5
chrUn_gl000238	TRUE	32
chrUn_gl000239	TRUE	17
chrUn_gl000240	TRUE	31
chrUn_gl000241	TRUE	46
chrUn_gl000242	TRUE	5211
chrUn_gl000243	TRUE	20
chrUn_gl000244	TRUE	3
chrUn_gl000245	TRUE	0
chrUn_gl000246	TRUE	3
chrUn_gl000247	TRUE	103
chrUn_gl000248	TRUE	0
chrUn_gl000249	TRUE	1689
chrX	TRUE	1877139
chrY	TRUE	47355
